,time,username,fullname,tweet,retweets
26,6/13/18 12:00 AM,@FinancialTimes,Financial Times,Toyota just made its biggest investment in the ride-hailing sector to date ,
27,6/13/18 12:00 AM,@CBSThisMorning,CBS This Morning,"""Your world in 90 seconds."" Watch this morning's Eye Opener (Presented by @Toyota) https://cbsn.ws/2l85iKY ",2
28,6/13/18 12:00 AM,@tictoc,TicToc by Bloomberg,Toyota is betting big on ride hailing with a $1 billion investment in Singapore’s Grab https://bloom.bg/2t0IMXS  #tictocnews,15
29,6/12/18 12:00 AM,@cnni,CNN International,Toyota makes record $1 billion investment in ride-hailing firm Grab https://cnn.it/2JBCNUk ,
30,6/12/18 12:00 AM,@ABC,ABC News,"Toyota is investing $1 billion in Grab, the leading ride-hailing company in Southeast Asia. https://abcn.ws/2yg8z4n ",21
31,6/12/18 12:00 AM,@business,Bloomberg,JUST IN: Toyota agrees to invest $1 billion in ride-hailing service Grab https://bloom.bg/2y5Jh8P ,
32,6/11/18 12:00 AM,@LiveAtFirefly,Firefly Festival,"Be a part of the music all weekend long. Stream #Firefly2018 on Yahoo Entertainment. Catch live performances from Portugal. The Man, Chromeo, Vance Joy, alt-J, Lord Huron, Rag’n’Bone Man, and more, presented by @Toyota. http://yahoo.com/firefly ",
33,6/11/18 12:00 AM,@Moogthurso,far centre watch #FBPE #WATON #ABTV,"Thank you jaguar landrover for your timing. 
It may be early enough to influence mps next week and save nissan honda and toyota. 
#JobsFirstBrexit
#FBPE 
#WATON
#JLR
@UKLabour
Jaguar to move production of Land Rover Discovery from UK to Slovakia",
34,6/11/18 12:00 AM,@CRG_CRM,Global Research,"Is Uncle Sam Funding the Islamic State? Where Does ISIS Get All Those Tanks, Weapons And Shiny New Toyota Trucks? http://ow.ly/3wUD30kqXIe ",
35,6h,@EGTTOURS,Exec Global Tours,Fernando Alonso wins Le Mans 24 with Toyota ,5
36,6h,@TelegraphSport,Telegraph Sport,Fernando Alonso claims Le Mans victory with Toyota as he closes in on motor racing's Triple Crown ,24
37,7h,@IrishTimesLife,Irish Times Life,Toyota takes Le Mans win at last after years of pain ,
38,8h,@bbcf1feed,BBC F1 news feed,Alonso wins Le Mans 24 Hours for second leg of 'triple crown': Fernando Alonso wins Le Mans 24 Hours at the first attempt as he and team-mates Sebastian Buemi and Kazuki Nakajima end Toyota's long drought. http://dlvr.it/QXb3KC ,40
39,11h,@BBCSport,BBC Sport,"Fernando Alonso says his switch from #F1 to Le Mans 24 Hours has been ""easy"" - thanks to his ""amazing"" Toyota Gazoo Racing team-mates.

 http://bbc.in/2MjBK9E 

#bbcf1",
40,6/13/18 12:00 AM,@YahooFinance,Yahoo Finance,Southeast Asia's Grab lands $1 billion from Toyota at a $10 billion valuation https://yhoo.it/2JEx24w ,
41,6/13/18 12:00 AM,@tictoc,TicToc by Bloomberg,"WIth this $1 billion investment in Grab, Toyota is making the largest ever bet by an automaker on ride hailing https://bloom.bg/2LNAEBA  #tictocnews",
42,6/12/18 12:00 AM,@CNN,CNN,Toyota makes record $1 billion investment in ride-hailing firm Grab https://cnn.it/2LNvpSJ ,
43,6/12/18 12:00 AM,@AhmedMikou,Ahmed Mikou,"Southeast Asia’s @GrabSG lands $1B from @Toyota at a $10B valuation https://buff.ly/2MmyMRM  aiming to bring user-based #insurance, new types of #financial packages and #predictive car maintenance. #Startup #fundraising  #PredictiveAnalytics #insurtech via @TechCrunch",
44,6/12/18 12:00 AM,@ABCWorldNews,World News Tonight,"CLEVER BEAR: A surveillance camera at a home in the Adirondacks captured the moment a mother bear opened not one, but two doors to a Toyota minivan, foraging for food while her cubs crept up from behind; the family is warning others to lock their doors. https://abcn.ws/2LMZ667 ",4
45,6/11/18 12:00 AM,@DanielJonesLean,Daniel T Jones,"Toyota maps out its future in the driverless era via @FT
Growing relevance of TPS for mobility as a service",
46,6/10/18 12:00 AM,@CREWcrew,Citizens for Ethics,"A company Scott Pruitt is supposed to be regulating offered him a private test drive of its latest $100,000 car.",2
47,6/8/18 12:00 AM,@kylamandel,Kyla Mandel,"SCOOP: As part of Toyota's EPA lobbying efforts, it appears last November Pruitt got to test drive a Lexus worth nearly $100K. 

Both EPA and Toyota agreed not to tweet about it. https://thinkprogress.org/toyota-set-up-lexus-test-drive-with-pruitt-49fc58ec8a6e/ …",
48,6/8/18 12:00 AM,@ABC,ABC News,"NEW: Toyota offered embattled Environmental Protection Agency Administrator Scott Pruitt private test drive of new Lexus model, emails show. https://abcn.ws/2xUph9c ",
49,6/7/18 12:00 AM,@markets,Bloomberg Markets,A bullish share buyback signal is flashing for Toyota in Japan https://bloom.bg/2xSByef ,
50,6/7/18 12:00 AM,@ANativeAngeleno,Keith Malone,More on the Toyota and Seven-Eleven partnership to demonstrate #fuelcell trucks that can travel around 200 km on a tank of hydrogen WITH electricity generated by the fuel cell used to keep food cold. http://ow.ly/IQsy30konWV  @cafcp,
51,8h,@ianrobertclarke,Ian Clarke,Fernando Alonso wins Le Mans 24 with Toyota ,
52,6/14/18 12:00 AM,@LiveF1News,Live #F1 News,http://livef1news.blogspot.com  - Le Mans 24 Hours 2018: F1 ace Fernando Alonso reveals Toyota aim before Saturday race https://ift.tt/2LOXHvY  #F1,
53,6/14/18 12:00 AM,@wealth,Bloomberg Wealth,Toyota pours $1 billion into ride hailing to keep pace with GM https://bloom.bg/2JAhbIi ,
54,6/14/18 12:00 AM,@NAR,Nikkei Asian Review,"Toyota, which sells more than 10 million vehicles every year, just spent $1 billion so it could get into the food-delivery and other service sectors. ",
55,6/13/18 12:00 AM,@GlenmarchCars,Glenmarch,Le Mans: Toyota deny plan to ensure Alonso wins http://www.bbc.co.uk/sport/formula1/44465899 … #Toyota #TOYOTAGAZOORacing #Alonso #LEMANS24 #LeMans,
56,6/13/18 12:00 AM,@tictoc,TicToc by Bloomberg,"As threats from GM and Waymo loom, Toyota dives into ride hailing https://bloom.bg/2y9cwHJ  #tictocnews",
57,6/13/18 12:00 AM,@CBSNews,CBS News,Toyota invests $1 billion in ride-hailing company Grab https://cbsn.ws/2LKX4U9 ,
58,6/12/18 12:00 AM,@HITpol,HealthIT Policy,Southeast Asia’s Grab lands $1B from Toyota at a $10B valuation http://dlvr.it/QX6gQH  in @TechCrunch,
59,6/12/18 12:00 AM,@tictoc,TicToc by Bloomberg,Toyota will buy a a $1 billion stake in Grab in one of the largest investments by a carmaker in a ride-hailing provider https://bloom.bg/2JzHpKX ,
60,6/12/18 12:00 AM,@KiraBind,Kira Bindrim,The Toyota Camry's autonomous braking may not recognize:  https://qz.com/1303581 ,1
61,6/11/18 12:00 AM,@climateprogress,Climate Progress,"Toyota set up Lexus test drive with Pruitt, who then announced EPA partnership with car maker https://thinkprogress.org/toyota-set-up-lexus-test-drive-with-pruitt-49fc58ec8a6e/ …",
62,6/10/18 12:00 AM,@CREWcrew,Citizens for Ethics,"The head of the EPA has significant oversight over car emissions, but the head of the EPA is Scott Pruitt, so of course he was negotiating to get private test drives of $100,000 cars",2
63,6/13/18 12:00 AM,@LiveF1News,Live #F1 News,http://livef1news.blogspot.com  - Le Mans: Toyota deny plan to ensure Alonso wins http://www.bbc.co.uk/sport/formula1/44465899 …  #F1,
64,6/13/18 12:00 AM,@tictoc,TicToc by Bloomberg,"As threats from GM and Waymo loom, Toyota dives into ride hailing https://bloom.bg/2y9n5KR  #tictocnews",
65,6/13/18 12:00 AM,@FoxBusiness,FOX Business,Toyota to invest $1 billion in Asian ride-hailing startup Grab ,
66,6/13/18 12:00 AM,@TechCrunch,TechCrunch,Southeast Asia’s Grab lands $1B from Toyota at a $10B valuation ,
67,6/13/18 12:00 AM,@ReutersBiz,Reuters Business,Toyota pumps $1 billion in Grab in auto industry's biggest ride-hailing bet ,
68,6/13/18 12:00 AM,@Reuters,Reuters Top News,Toyota agrees to invest $1 billion in Southeast Asian ride-hailing firm Grab as a lead investor in the company’s ongoing financing round https://reut.rs/2y7iI3b  by @RDchatters Naomi Tajitsu,4
69,6/12/18 12:00 AM,@SCMP_News,SCMP News,Singapore’s Grab gets US$1 billion investment from Toyota as competition heats up for Southeast Asia ,
70,6/12/18 12:00 AM,@business,Bloomberg,Toyota is making a $1 billion bet on ride-hailing https://bloom.bg/2LOo7OG ,13
71,6/12/18 12:00 AM,@CNNMoney,CNNMoney,Toyota is placing a big bet on Southeast Asia's largest ride-hailing company https://cnnmon.ie/2Mm2x56 ,
72,6/12/18 12:00 AM,@markets,Bloomberg Markets,Toyota's about to make one of the largest investments by a carmaker in a ride-hailing provider https://bloom.bg/2y3nkqZ ,
73,6/12/18 12:00 AM,@minzengwsj,MinZengWSJ,WSJ: #Toyota Plans Billion-Dollar Investment in Ride-Hailing Startup Grab.  https://www.wsj.com/articles/toyota-plans-billion-dollar-investment-in-ride-hailing-startup-grab-1528859587 … via @WSJ,
74,6/10/18 12:00 AM,@JoelBiden,Joel Biden,Chicago Fire kick Sector Latino out of Toyota Park #cf97,
75,6/9/18 12:00 AM,@SierraClub,Sierra Club,"""Pruitt has become both a caricature and the example par excellence of incompetence, corruption, and petty grifting, and it's past time for him to resign."" http://sc.org/2sENuLI  #BootPruitt",11
76,6/13/18 12:00 AM,@FoundersGyan,FoundersGyan,Toyota pumps $1 billion into Grab as auto industry bets big on ride-hailing startups http://dlvr.it/QX88PD ,20
77,6/13/18 12:00 AM,@relle76,Narelle Burke,Toyota to invest $1 billion in Southeast Asian ride-hailing firm Grab https://buff.ly/2JwNUxP ,
78,6/13/18 12:00 AM,@McLainSean,Sean McLain,There's a lot going on in Toyota's $1B investment in Grab. @newley @meiyume and I unpack it for you.,224
79,6/12/18 12:00 AM,@ejyheng,Elaine Heng,RT technology: RT BloombergAsia: Toyota's alliance with Grab takes another step forward https://bloom.bg/2sSCMBk ,
80,6/12/18 12:00 AM,@jonrussell,Jon Russell,"Fresh from buying Uber SE Asia, Grab is raising a new round of funding that values it at $10 billion -- Toyota is the first in with a $1 billion investment ",
81,6/12/18 12:00 AM,@ejyheng,Elaine Heng,RT technology: Toyota places a $1 billion bet on Southeast Asian ride-hailing startup Grab https://bloom.bg/2Jx8XR0 ,
82,6/12/18 12:00 AM,@TechCrunch,TechCrunch,Southeast Asia’s Grab lands $1B from Toyota at a $10B valuation https://tcrn.ch/2LLndSV  by @jonrussell,
83,6/9/18 12:00 AM,@CREWcrew,Citizens for Ethics,Scott Pruitt keeps getting himself in ethically compromised situations.,
84,6/9/18 12:00 AM,@thinkprogress,ThinkProgress,"Toyota set up Lexus test drive with Pruitt, who then announced EPA partnership with car maker http://bit.ly/2MdvhN7 ",
85,6/8/18 12:00 AM,@Public_Citizen,Public Citizen,Scott Pruitt reportedly wanted his staff to set him up with a luxury Lexus test drive with Toyota’s lobby team. Pruitt's @EPA was considering the automaker's request to roll back #CleanerCars standards at the very same time.,
86,6/8/18 12:00 AM,@ABCInvestigates,ABC News Investigates,"""He saw one in Texas and seemed excited to take it for a spin"" - Toyota offered Pruitt private test drive of new Lexus model, emails show, via @ABC -",
87,6/12/18 12:00 AM,@RuggedUK,RUGGED,Southeast Asia’s Grab lands $1B from Toyota at a $10B valuation https://techcrunch.com/2018/06/12/grab-toyota-1-billion/?utm_source=dlvr.it&utm_medium=twitter …,
88,6/12/18 12:00 AM,@HPERROQUIN,#Fearless Marketer,"RT technology ""Toyota places a $1 billion bet on Southeast Asian ride-hailing startup Grab https://bloom.bg/2Jx8XR0  """,
89,6/12/18 12:00 AM,@Techmeme,Techmeme,"Toyota says it will invest $1B in Southeast Asian ride-hailing service Grab, and a Toyota executive will be appointed to Grab's board of directors (Andrew Wong / CNBC)

http://www.cnbc.com/2018/06/12/toyota-will-invest-1-billion-in-southeast-asian-tech-company-grab.html …",
90,6/12/18 12:00 AM,@stbusinessdesk,ST Business Desk,Toyota to invest S$1.34b in Singapore-based ride-hailing firm Grab http://str.sg/oYja ,
91,6/12/18 12:00 AM,@CNBC,CNBC,Toyota will invest $1 billion in Southeast Asian tech company Grab ,1
92,6/12/18 12:00 AM,@UMTRI,UMTRI,Toyota's V-2-V Technology Would Allow Cars To Talk To Each Other On The Highway ,4
93,6/12/18 12:00 AM,@profdmcinnes,David McInnes,"RT autoTsolutions ""Toyota maps out its future in the driverless era https://www.ft.com/content/8d3a2f66-6af8-11e8-8cf3-0c230fa67aec … via financialtimes""",
94,6/12/18 12:00 AM,@CNBC,CNBC,The Toyota Concept-i has a built-in A.I. technology to keep you safe. https://cnb.cx/2su2JGT ,7
95,6/10/18 12:00 AM,@thinkprogress,ThinkProgress,"Toyota set up Lexus test drive with Pruitt, who then announced EPA partnership with car maker http://bit.ly/2JM4IAB ",
96,6/9/18 12:00 AM,@24hydrogen_com,24hydrogen.com,Toyota fuel cell trucks to be used by Seven-Eleven stores from 2019 - The Mainichi ,
97,6/8/18 12:00 AM,@kylegriffin1,Kyle Griffin,"Toyota offered Scott Pruitt a private test drive of a new Lexus model, emails show. ",
98,6/8/18 12:00 AM,@billmckibben,Bill McKibben,"The Lexus that ""excited"" Scott Pruitt gets 16 mpg in the city. No wonder he wants to wreck automobile mileage regs",
99,6/7/18 12:00 AM,@javaeetrainer,Data Beto,"#BreakingNews Now Fighting for Tech Talent: Makers of Turbines, Tools and Toyotas http://dlvr.it/QWYJd9 ",3
100,6/7/18 12:00 AM,@omunderdal_old,Olav M. Underdal,"""U.S. ITC Says Probing Toyota, Others in Patent Infringement Case"" by REUTERS via NYT https://ift.tt/2sOA2E7 ",11
101,6/10/18 12:00 AM,@a35362,April Spivey,"Toyota offered Pruitt private test drive of new Lexus model, emails show - ABC News - https://abcn.ws/2sBUGIn  via @ABC",
102,6/10/18 12:00 AM,@Betis64,Jose L.Sanchez Pando,#ChicagoFire kick #SectorLatino out of #ToyotaPark http://www.chicagotribune.com/90minutes/mls/ct-90mins-chicago-fire-kick-sector-latino-out-of-toyota-park-20180610-story.html … #cf97 @ChicagoFire @MLS,15
103,6/10/18 12:00 AM,@roadshow,Roadshow,2018 Toyota Highlander puts safety first http://roadshow.co/mjI7ec ,
104,6/10/18 12:00 AM,@iladiesme,iLadies,"The 2018 Camry is nearly perfect, but people don't really care about sedans: The 2018 Toyota Camry is a nearly perfect sedan but buyers have turned their attention to other car classes. http://dlvr.it/QWqw8X ",
105,6/9/18 12:00 AM,@thinkprogress,ThinkProgress,"Toyota set up Lexus test drive with Pruitt, who then announced EPA partnership with car maker http://bit.ly/2Jw0l9g ",
106,6/9/18 12:00 AM,@WarWithTheDinos,At War With The Dinosaurs,"At the #H2 station, they would meet Chris Santucci, energy research manager at Toyota, & Jason Marcinkoski, a DOE #fuelcell tech mgr. The plan was to “see/experience refueling the #Toyota #Mirai” and drive “in the local area” before returning to the EPA. https://tinyurl.com/yb8m7kxf ",
107,6/8/18 12:00 AM,@GilmanHydrogen,Gilman Industries,Toyota #hydrogen fuel cell trucks to be used by Seven-Eleven stores from 2019 - The Mainichi,
108,6/8/18 12:00 AM,@thehill,The Hill,Toyota offered to give Pruitt test drive in new Lexus: report http://hill.cm/nXWgXRZ ,2
109,6/8/18 12:00 AM,@ANativeAngeleno,Keith Malone,More on the Toyota and Seven-Eleven partnership to demonstrate #fuelcell trucks that can travel around 200 km on a tank of hydrogen WITH electricity generated by the fuel cell used to keep food cold. http://ow.ly/IQsy30konWV  @cafcp,
110,6/8/18 12:00 AM,@SierraClub,Sierra Club,"""Pruitt has become both a caricature and the example par excellence of incompetence, corruption, and petty grifting, and it's past time for him to resign."" https://sc.org/2sENuLI  #BootPruitt",3
111,6/7/18 12:00 AM,@GulfCoastToyota,Gulf Coast Toyota,Have you heard? The Toyota Supra could be headed to the #Nascar Series! Check it out here: https://cnet.co/2soSa8l ,
112,6/7/18 12:00 AM,@cmloren,C Michael Loren,"U.S. ITC says probing Toyota, others in patent infringement case http://dlvr.it/QWXBYZ ",
113,6/8/18 12:00 AM,@thinkprogress,ThinkProgress,"Toyota set up Lexus test drive with Pruitt, who then announced EPA partnership with car maker http://bit.ly/2JEO3hX ",
114,6/8/18 12:00 AM,@MarkFHand,Mark Hand,Question: “Is there any perk Scott Pruitt wouldn’t accept from the industries the EPA regulates?”,
115,6/8/18 12:00 AM,@SierraClub,Sierra Club,"NEW DETAILS -- Pruitt DID set up a Lexus sports car test drive ahead of ""partnering"" with Toyota to ""help overhaul the EPA’s management practices"" - https://sc.org/2LBmQtR  via @kylamandel  @thinkprogress",5
116,6/8/18 12:00 AM,@ABCPolitics,ABC News Politics,"Toyota offered embattled Environmental Protection Agency Administrator Scott Pruitt a private test drive of a new Lexus model, emails show. https://abcn.ws/2LCeeDF ",17
117,6/8/18 12:00 AM,@CibelesCapital,Cibeles Capital,"RT markets ""A bullish share buyback signal is flashing for Toyota in Japan https://bloom.bg/2xSByef  """,
118,6/7/18 12:00 AM,@DavidBowser102,David Bowser,"Ford plans to close Bordeaux plant if no buyer found http://a.msn.com/00/en-us/AAykz0Z?ocid=st …
Don't you just love ""American Made"" cars being made ""Overseas"" ??  Buy a Toyota, they are made in the USA, Texas in fact!",31
119,6/7/18 12:00 AM,@OnBoardSec,OnBoard Security,"GM will offer V2X in Cadillacs starting in 2023, joining VW and Toyota in offering Vehicle-to-Everything communications using DSRC technology.",
120,6/7/18 12:00 AM,@NYDNAutos,Daily News Autos,Ever had the argument with friends on who's car was worst growing up? We're throwing our two cents with this 10 worst Toyotas list! https://nydn.us/2M1lpGp  #Toyota ,
121,6/7/18 12:00 AM,@omunderdal,Olav M. Underdal,"""U.S. ITC Says Probing Toyota, Others in Patent Infringement Case"" via NYT https://ift.tt/2sOA2E7  #patents @ezpatent",
122,6/6/18 12:00 AM,@A_S12,Adam Stern,"New Toyota Supra Headed To NASCAR, Reports Say - 

- http://www.foxnews.com/auto/2018/06/05/new-toyota-supra-headed-to-nascar-reports-say.html …

- (Via @JGlucker/@MotorAuthority)",
123,6/6/18 12:00 AM,@A_S12,Beto O'Rourke,No automaker will be hit harder by these new tariffs and trade wars. At a time when Toyota continues to invest in our state. ,1
124,6/5/18 12:00 AM,@BetoORourke,Lora Kolodny,.@Tweetermeyer TSLA scoop has factory accident photo & finds “Tesla’s Fremont facility makes about 10 vehicles per employee at a factory that never made fewer than 26... (and made as many as 74) when it was a joint venture between GM and Toyota.” ,11
125,6/5/18 12:00 AM,@lorakolodny,Saad,"Apart from Kia, South Korean Hyundai and SsangYong Motor, Germany’s Volkswagen, France’s Renault and Japan’s Nissan have also announced plans with local companies to set up production/assembly plants in Pakistan. Bad days for Toyota/Honda/Suzuki Cartel.  ",
126,6/5/18 12:00 AM,@Saad__tweets,BBC Sport,"Toyota have denied Ferrari driver Kimi Raikkonen will make a return to the World Rally Championship in 2019 despite the Finn admitting he is interested amid speculation about his future in #F1.

It's the gossip  http://bbc.in/2LmcI8y 

#bbcf1",13
127,6/3/18 12:00 AM,@BBCSport,MarketWatch,"Asian markets rally, with Toyota and Sony boosting Nikkei ",
128,6/2/18 12:00 AM,@MarketWatch,The Wall Street Journal,"Toyota stands to lose the most if Trump is serious about his auto-tariff threat
 ",
129,6/1/18 12:00 AM,@WSJ,Nikkei Asian Review,Toyota plans to consolidate production of key electronic components to group company Denso as part of a broader reorganization aimed at eliminating overlap.,
130,6/1/18 12:00 AM,@NAR,Nikkei Asian Review,"The world's second-largest supplier of microcontrollers, whose customers include Toyota and BMW, takes its streamlining effort further.",
131,6/1/18 12:00 AM,@NAR,Michael Bell,"Some recent TV ads have portrayed women being uncomfortable while travelling on trains, as part of a storyline to sell a product. This is not ok. Harassment on public transport is not a joke. Here’s looking at you @Colgate Australia and @Toyota_Aus.
http://junkee.com/public-transport-sexual-harassment/155042 …",1
132,6/1/18 12:00 AM,@Xtrackka,The Wall Street Journal,‘Waiting too long and losing a great candidate’—Firms like Siemens and Toyota are now competing against the likes of Google in recruiting tech talent  ,11
133,5/31/18 12:00 AM,@WSJ,Trent Eady,"The Tesla Model 3: a BMW with Ferrari margins, or a Toyota Camry with BMW margins. Totally bananas. $TSLA",
134,5/30/18 12:00 AM,@trentaeady,The Wall Street Journal,"As Toyota’s exports to the U.S. rise, so does risk from Trump’s tariff plan",11
135,5/30/18 12:00 AM,@WSJ,Laffy,"Toyota’s Trump/tariff Problem: Its Best-Selling Vehicle in the U.S. Isn’t ‘Made in America’

More than half of the RAV4 are imported from Japan, while the rest are made in Canada ",
136,5/29/18 12:00 AM,@GottaLaff,Bloomberg,This 102-year-old auto parts maker and Toyota supplier is undergoing a major shift https://bloom.bg/2L7qfjQ ,
137,5/29/18 12:00 AM,@business,AnwarYzai,"Khyber Pakhtunkhwa Chief Minister Pervez Khattak also owns over Rs267m in property, including over 216 kanals in Nowshera, but he claims to drive a simple Toyota Corolla, valued at Rs1,367,075. His wife also owns a house worth Rs35m in DHA, Lahore. http://www.dawn.com/news/1262031 ",
138,5/27/18 12:00 AM,@anwar258,EconomicTimes,آج پانچ سال وزیر اعلئ رہنے والے پختونخواہ کے پرویز خٹک حیات آباد میں کرایے کے گھرشفٹ ہو ریے ہیں، ان پانچ سالوں میں ایک بھی الزام ان کے دامن پر نہیں لگا جو پاکستان میں ایک معجزہ ہی ہے #KPKUpdates,
139,5/26/18 12:00 AM,@fawadchaudhry,Chronicle Sports,".@Toyota_India to enhance localisation in Brezza, Baleno to make them cost effective",1
140,5/26/18 12:00 AM,@EconomicTimes,Business Insider,Rockets sell out Toyota Center Game 6 watch party to benefit Santa Fe Memorial Fund ,15
141,5/26/18 12:00 AM,@ChronSports,Amrita Bhinder,The Toyota Camry is loaded with cool features — here are the best ones ,
142,5/24/18 12:00 AM,@businessinsider,The Economist,"Lakhvi’s son’s van ferried us till LoC, says arrested jihadi

Riding a Toyota Coaster and carrying Rs 6 lakh, a bagful of dates and almonds, and cutters is how a batch of six Lashkar-e-Taiba (LeT) terrorists reached Kupwara this March to lay siege. ",16
143,5/24/18 12:00 AM,@amritabhinder,Toyota Policy,Can slow and steady win the race for Toyota? ,
144,5/24/18 12:00 AM,@TheEconomist,Bramble Energy Ltd,"In America, Toyota has 10 plants, 136,000 employees & 1,500 dealers that contribute to their local economies. Tariffs on auto imports could hurt American jobs & raise consumer costs. ",
145,5/24/18 12:00 AM,@ToyotaPolicy,Peter Landers,"“As a technology, fuel cells are mature and ready to scale up,” Toyota said in a statement."" #Hydrogen #Fuelcell #Massproduction #Toyota #2020
Toyota to ramp up hydrogen fuel cell vehicle sales around 2020 ",
146,5/23/18 12:00 AM,@BrambleEnergy,Reuters Top News,"Toyota's most popular vehicle in U.S. is RAV4 SUV, which is largely exported from Japan. Trump's threat of 25% tariffs is no laughing matter. ",
147,5/23/18 12:00 AM,@LandersWSJ,dan nguyen (╯°□°)ノ,"Toyota to build fuel cell stack plant, ramp up fuel cell vehicle sales from 2020 https://reut.rs/2GJE1qs ",2
148,5/22/18 12:00 AM,@Reuters,Joe Weisenthal,"An August 2009 fatal crash involving a Lexus sedan in California got massive nationwide coverage because Toyota had been under scrutiny for unintended acceleration. 

https://www.nbcsandiego.com/news/local/CHP-Officer-Family-Killed-in-Crash-56629472.html …

It eventually led to lawsuits and Toyota's huge recall:",27
149,5/21/18 12:00 AM,@dancow,The Economist,Detroit automakers aren't going to benefit much from China's lower auto tariffs. The big winners will be BMW and Toyota ,
150,5/21/18 12:00 AM,@dancow,The Economist,Toyota is hoping that it can overtake its rivals via the slow lane ,27
